Project,Cluster,Correlation,P-Value
GitLab_spearman-estimate.csv,Cluster negativo,-0.681818181818182,0.0254755837807706
Firefox_spearman-estimate.csv,Cluster negativo,-0.697040532794654,0.0171330348452198
