Project,Cluster,Correlation,P-Value
Mesa_spearman-estimate.csv,Cluster negativo,-0.765377839931385,0.0060455389332126
Firefox_spearman-estimate.csv,Cluster negativo,-0.706152173746218,0.0151537392053323
