Project,Cluster,Correlation,P-Value
GitLab_spearman-estimate.csv,Cluster positivo,0.818181818181818,0.0037344705533185
U-boot_spearman-estimate.csv,Cluster positivo,0.745454545454545,0.0118658922903862
Salt_spearman-estimate.csv,Cluster positivo,0.763636363636364,0.0092159866545499
Django_spearman-estimate.csv,Cluster negativo,-0.727272727272727,0.0150173742825602
