range,range.date,devs,ml.only.devs,code.only.devs,ml.code.devs,perc.ml.only.devs,perc.code.only.devs,perc.ml.code.devs,sponsored.devs,ratio.sponsored,sponsored.core.devs,ratio.sponsored.core,num.tz,core.global.devs,core.mail.devs,core.code.devs,org.silo,prima.donnas,radio.silence,black.cloud,missing.links,st.congruence,communicability,global.turnover,code.turnover,core.global.turnover,core.mail.turnover,core.code.turnover,ratio.smelly.quitters,ratio.smelly.devs,global.truck,mail.truck,code.truck,closeness.centr,betweenness.centr,degree centr,global.mod,mail.mod,code.mod,density,mail.only.core.devs,code.only.core.devs,ml.code.core.devs,ratio.mail.only.core,ratio.code.only.core,ratio.ml.code.core,commit_range,commit_count,commit_categories
d78329700df228e1e951400a98417be18bad25b0-de0a1f63dff904fc30361e793400b7b9e427e31d,2013-04 -- 2013-07,155,61,28,66,0.3935,0.1806,0.4258,19,0.1226,1,0.0106,24,50,44,23,86,0,70,0,127,0.3351,0.8662,0.0,0.0,0.0,0.0,0.0,0.0,0.6516,0.6774,0.6535,0.7553,0.0182,0.4164,0.6626,0.1738,0.1614,0.2293,0.0517,28,7,16,0.549,0.1373,0.3137,d78329700df228e1e951400a98417be18bad25b0-de0a1f63dff904fc30361e793400b7b9e427e31d,2428,"Counter({'Merge/Conflict Resolution': 477, 'Bug Fix': 476, 'Other': 439, 'Build/Configuration': 155, 'Feature Addition': 142, 'Cleanup': 124, 'Style/Formatting': 108, 'Performance Improvements': 75, 'Refactoring': 72, 'Documentation': 69, 'Tests': 63, 'Update': 57, 'Release': 37, 'Data Management': 33, 'Git': 18, 'Experimental/Prototype': 18, 'Dependencies': 13, 'Backend': 12, 'Rollback': 9, 'Frontend': 8, 'Monitoring': 8, 'Machine Learning': 6, 'Deprecation': 6, 'Architecture': 2, 'Production': 1})"
de0a1f63dff904fc30361e793400b7b9e427e31d-05eb0f125c709af1a100f4e649524e80743d1d40,2013-07 -- 2013-10,162,64,39,59,0.3951,0.2407,0.3642,18,0.1111,0,0.0,29,48,38,26,147,0,78,1,164,0.2579,0.8185,0.5047,0.4479,0.4082,0.5122,0.3673,0.6375,0.7284,0.7037,0.6911,0.7347,0.0198,0.4473,0.6277,0.4346,0.1263,0.4467,0.0493,25,13,13,0.4902,0.2549,0.2549,de0a1f63dff904fc30361e793400b7b9e427e31d-05eb0f125c709af1a100f4e649524e80743d1d40,2427,"Counter({'Merge/Conflict Resolution': 614, 'Other': 439, 'Bug Fix': 392, 'Feature Addition': 140, 'Build/Configuration': 132, 'Cleanup': 110, 'Style/Formatting': 100, 'Refactoring': 90, 'Update': 77, 'Documentation': 67, 'Data Management': 64, 'Tests': 46, 'Performance Improvements': 42, 'Release': 24, 'Rollback': 14, 'Experimental/Prototype': 13, 'Git': 12, 'Frontend': 10, 'Deprecation': 10, 'Dependencies': 9, 'Monitoring': 8, 'User Interface': 4, 'Backend': 3, 'Production': 2, 'Major Release': 1, 'Architecture': 1, 'Machine Learning': 1, 'Security': 1, 'Service': 1})"
05eb0f125c709af1a100f4e649524e80743d1d40-ade4ecb42d2dacd18d04eb8df2afa8131e5ad653,2013-10 -- 2014-01,174,67,41,66,0.3851,0.2356,0.3793,16,0.092,1,0.0093,32,53,43,16,90,0,66,1,95,0.0104,0.8542,0.4821,0.4585,0.297,0.2963,0.8095,0.7407,0.5402,0.6954,0.6767,0.8505,0.0142,0.4054,0.5823,0.4179,0.1678,0.3759,0.0478,40,13,3,0.7143,0.2321,0.0536,05eb0f125c709af1a100f4e649524e80743d1d40-ade4ecb42d2dacd18d04eb8df2afa8131e5ad653,39089,"Counter({'Git': 20925, 'Bug Fix': 3563, 'Other': 2811, 'Cleanup': 1832, 'Build/Configuration': 1535, 'Style/Formatting': 1469, 'Feature Addition': 1395, 'Update': 1075, 'Tests': 747, 'Refactoring': 643, 'Performance Improvements': 607, 'Data Management': 591, 'Documentation': 511, 'Release': 391, 'Deprecation': 278, 'Dependencies': 149, 'Backend': 137, 'Experimental/Prototype': 114, 'Merge/Conflict Resolution': 73, 'Monitoring': 66, 'Rollback': 64, 'Frontend': 31, 'Machine Learning': 25, 'Architecture': 15, 'User Interface': 15, 'Production': 13, 'Service': 4, 'Security': 4, 'Quality Assurance': 3, 'Major Release': 2, 'Minor Release': 1})"
ade4ecb42d2dacd18d04eb8df2afa8131e5ad653-59c7615d58b5b7ea9caff2c8c774677973eb4f1c,2014-01 -- 2014-04,552,56,400,96,0.1014,0.7246,0.1739,24,0.0435,3,0.006,31,60,47,34,145,0,92,2,189,0.2759,0.9676,0.1019,0.0232,0.3894,0.3778,0.28,0.6757,0.25,0.8913,0.6908,0.9315,0.0012,0.0624,0.2506,0.2844,0.1679,0.4297,0.0053,30,17,17,0.4688,0.2656,0.2656,ade4ecb42d2dacd18d04eb8df2afa8131e5ad653-59c7615d58b5b7ea9caff2c8c774677973eb4f1c,2545,"Counter({'Merge/Conflict Resolution': 712, 'Bug Fix': 373, 'Other': 373, 'Feature Addition': 211, 'Style/Formatting': 142, 'Build/Configuration': 134, 'Cleanup': 80, 'Update': 79, 'Refactoring': 79, 'Performance Improvements': 66, 'Tests': 58, 'Data Management': 49, 'Documentation': 48, 'Release': 41, 'Dependencies': 22, 'Frontend': 18, 'Experimental/Prototype': 10, 'Git': 9, 'Monitoring': 9, 'Deprecation': 9, 'Backend': 7, 'Rollback': 5, 'Architecture': 4, 'Production': 2, 'Quality Assurance': 2, 'Machine Learning': 1, 'Security': 1, 'Service': 1})"
59c7615d58b5b7ea9caff2c8c774677973eb4f1c-e2842cfe76c92a083c77c3b09427ff3d60e03f99,2014-04 -- 2014-07,190,68,44,78,0.3579,0.2316,0.4105,23,0.1211,3,0.0246,28,58,47,34,120,0,94,0,145,0.2857,0.8657,1.2102,1.3948,0.4915,0.4468,0.4706,0.167,0.7526,0.6947,0.6781,0.7213,0.0139,0.5297,0.6935,0.2914,0.0841,0.4604,0.0366,29,16,18,0.4603,0.254,0.2857,59c7615d58b5b7ea9caff2c8c774677973eb4f1c-e2842cfe76c92a083c77c3b09427ff3d60e03f99,2234,"Counter({'Merge/Conflict Resolution': 440, 'Other': 433, 'Bug Fix': 422, 'Feature Addition': 150, 'Build/Configuration': 110, 'Cleanup': 90, 'Performance Improvements': 86, 'Style/Formatting': 84, 'Update': 65, 'Refactoring': 64, 'Tests': 50, 'Data Management': 50, 'Documentation': 44, 'Release': 44, 'Experimental/Prototype': 16, 'Git': 16, 'Frontend': 15, 'Dependencies': 13, 'Deprecation': 12, 'Rollback': 9, 'Backend': 6, 'Monitoring': 5, 'Security': 3, 'Machine Learning': 3, 'Architecture': 2, 'Minor Release': 1, 'Quality Assurance': 1})"
e2842cfe76c92a083c77c3b09427ff3d60e03f99-0034314a69e76a53534a74cceef865cfcb7b42cc,2014-07 -- 2014-10,228,173,30,25,0.7588,0.1316,0.1096,9,0.0395,1,0.0182,30,67,59,15,63,0,72,0,66,0.0294,0.75,0.4785,1.0508,0.448,0.3962,1.0612,0.73,0.443,0.7061,0.702,0.7273,0.0175,0.5442,0.7183,0.2304,0.161,0.4857,0.0439,55,11,4,0.7857,0.1571,0.0571,e2842cfe76c92a083c77c3b09427ff3d60e03f99-0034314a69e76a53534a74cceef865cfcb7b42cc,40733,"Counter({'Git': 20931, 'Bug Fix': 3735, 'Other': 3154, 'Cleanup': 1923, 'Build/Configuration': 1690, 'Style/Formatting': 1636, 'Feature Addition': 1557, 'Update': 1139, 'Tests': 803, 'Refactoring': 731, 'Performance Improvements': 677, 'Data Management': 654, 'Documentation': 553, 'Release': 437, 'Deprecation': 293, 'Dependencies': 178, 'Backend': 144, 'Experimental/Prototype': 130, 'Merge/Conflict Resolution': 77, 'Monitoring': 75, 'Rollback': 69, 'Frontend': 54, 'Machine Learning': 25, 'Architecture': 20, 'User Interface': 16, 'Production': 15, 'Security': 6, 'Quality Assurance': 4, 'Service': 4, 'Major Release': 2, 'Minor Release': 1})"
0034314a69e76a53534a74cceef865cfcb7b42cc-261e8ccbd1e38c0af719b97ed3fb1720bb733e09,2014-10 -- 2015-01,662,52,505,105,0.0785,0.7628,0.1586,27,0.0408,2,0.0033,31,59,52,28,56,2,63,0,85,0.4408,0.9832,0.1551,0.0301,0.5238,0.5405,0.2791,0.4203,0.1586,0.9109,0.6688,0.9541,0.0008,0.0452,0.2103,0.3092,0.0909,0.5509,0.003,32,8,20,0.5333,0.1333,0.3333,0034314a69e76a53534a74cceef865cfcb7b42cc-261e8ccbd1e38c0af719b97ed3fb1720bb733e09,2113,"Counter({'Merge/Conflict Resolution': 433, 'Other': 426, 'Bug Fix': 411, 'Build/Configuration': 176, 'Feature Addition': 142, 'Update': 67, 'Cleanup': 65, 'Style/Formatting': 57, 'Refactoring': 56, 'Performance Improvements': 53, 'Documentation': 48, 'Tests': 40, 'Release': 40, 'Data Management': 38, 'Experimental/Prototype': 9, 'Dependencies': 9, 'Git': 9, 'Rollback': 7, 'Deprecation': 6, 'Monitoring': 5, 'Frontend': 5, 'Backend': 5, 'Machine Learning': 4, 'Security': 1, 'Quality Assurance': 1})"
261e8ccbd1e38c0af719b97ed3fb1720bb733e09-1577b29c820a16e3ee570072693827082d33f12e,2015-01 -- 2015-04,208,87,33,88,0.4183,0.1587,0.4231,26,0.125,3,0.0248,31,63,58,30,91,0,83,0,138,0.4052,0.9077,1.2828,1.4802,0.3934,0.3818,0.5517,0.095,0.6058,0.6971,0.6686,0.7521,0.0127,0.4993,0.7003,0.307,0.1752,0.5314,0.0388,38,10,20,0.5588,0.1471,0.2941,261e8ccbd1e38c0af719b97ed3fb1720bb733e09-1577b29c820a16e3ee570072693827082d33f12e,2359,"Counter({'Merge/Conflict Resolution': 515, 'Bug Fix': 428, 'Other': 393, 'Feature Addition': 166, 'Build/Configuration': 162, 'Refactoring': 117, 'Cleanup': 102, 'Style/Formatting': 76, 'Performance Improvements': 75, 'Update': 70, 'Tests': 56, 'Documentation': 52, 'Data Management': 35, 'Release': 26, 'Rollback': 16, 'Frontend': 13, 'Experimental/Prototype': 13, 'Dependencies': 8, 'Git': 8, 'Backend': 8, 'Monitoring': 7, 'User Interface': 4, 'Deprecation': 4, 'Minor Release': 2, 'Production': 2, 'Machine Learning': 1})"
1577b29c820a16e3ee570072693827082d33f12e-7aafac976fe2806c9519d4154b5f0d5b6767fbe2,2015-04 -- 2015-07,189,68,40,81,0.3598,0.2116,0.4286,28,0.1481,3,0.0248,31,57,52,25,55,0,74,2,107,0.3554,0.8998,0.6297,0.5537,0.4833,0.5455,0.6909,0.584,0.6032,0.6984,0.651,0.7934,0.0112,0.4971,0.6894,0.2595,0.2306,0.3422,0.0341,38,11,14,0.6032,0.1746,0.2222,1577b29c820a16e3ee570072693827082d33f12e-7aafac976fe2806c9519d4154b5f0d5b6767fbe2,2200,"Counter({'Bug Fix': 434, 'Other': 409, 'Merge/Conflict Resolution': 388, 'Feature Addition': 171, 'Build/Configuration': 119, 'Style/Formatting': 106, 'Update': 86, 'Tests': 85, 'Cleanup': 83, 'Performance Improvements': 58, 'Refactoring': 58, 'Data Management': 50, 'Release': 34, 'Documentation': 27, 'Dependencies': 22, 'Rollback': 14, 'Deprecation': 11, 'Monitoring': 11, 'Git': 10, 'Experimental/Prototype': 10, 'Frontend': 7, 'Backend': 2, 'User Interface': 2, 'Security': 1, 'Machine Learning': 1, 'Quality Assurance': 1})"
7aafac976fe2806c9519d4154b5f0d5b6767fbe2-de262d018d7d7d9c967af1dfd1b861c4b9eb2a60,2015-07 -- 2015-10,215,87,32,96,0.4047,0.1488,0.4465,24,0.1116,4,0.0312,30,68,59,36,83,0,100,2,177,0.4197,0.8895,0.4554,0.4498,0.32,0.3784,0.3279,0.5435,0.6977,0.6837,0.6776,0.7188,0.0161,0.3761,0.6334,0.3073,0.1625,0.4603,0.0442,37,14,22,0.5068,0.1918,0.3014,7aafac976fe2806c9519d4154b5f0d5b6767fbe2-de262d018d7d7d9c967af1dfd1b861c4b9eb2a60,2299,"Counter({'Other': 390, 'Bug Fix': 380, 'Merge/Conflict Resolution': 340, 'Feature Addition': 225, 'Build/Configuration': 164, 'Cleanup': 151, 'Update': 100, 'Style/Formatting': 95, 'Tests': 84, 'Performance Improvements': 71, 'Refactoring': 66, 'Data Management': 50, 'Documentation': 48, 'Release': 34, 'Git': 26, 'Experimental/Prototype': 23, 'Frontend': 11, 'Rollback': 10, 'Deprecation': 9, 'Monitoring': 6, 'Dependencies': 6, 'Backend': 3, 'User Interface': 3, 'Machine Learning': 1, 'Production': 1, 'Quality Assurance': 1, 'Minor Release': 1})"
