Project,Cluster,Correlation,P-Value
Django_,Cluster negativo,-0.726118777958216,0.0113989343793556
Rails_,Cluster negativo,-0.707605338253411,0.0148540204956822
LLVM_,Cluster negativo,-0.85761202498962,0.000736325396061
